date,close
2017-02-06,73.7966
2017-02-07,74.9971
2017-02-08,75.7362
2017-02-09,75.8384
2017-02-10,75.7362
2017-02-13,75.8082
2017-02-14,75.6934
2017-02-15,75.9524
2017-02-16,75.9981
2017-02-17,76.4966
2017-02-21,77.1597
2017-02-22,77.1451
2017-02-23,78.5969
2017-02-24,79.4956
2017-02-27,80.2132
2017-02-28,80.6952
2017-03-01,81.333
2017-03-02,81.0263
2017-03-03,81.3252
2017-03-06,80.9698
2017-03-07,81.5852
2017-03-08,80.962
2017-03-09,81.3817
2017-03-10,81.5784
2017-03-13,81.9221
2017-03-14,81.7497
2017-03-15,82.9591
2017-03-16,83.1586
2017-03-17,83.3992
2017-03-20,84.1343
2017-03-21,84.5238
2017-03-22,84.1518
2017-03-23,84.1177
2017-03-24,83.2492
2017-03-27,83.6991
2017-03-28,84.0058
2017-03-29,84.4566
2017-03-30,84.5491
2017-03-31,84.0847
2017-04-03,84.0934
2017-04-04,84.4955
2017-04-05,84.3038
2017-04-06,83.8568
2017-04-07,84.6075
2017-04-10,84.1937
2017-04-11,84.4731
2017-04-12,84.7253
2017-04-13,84.2015
2017-04-17,85.4508
2017-04-18,85.7945
2017-04-19,84.8286
2017-04-20,81.8958
2017-04-21,81.6436
2017-04-24,83.7069
2017-04-25,84.2277
2017-04-26,82.7857
2017-04-27,82.0701
2017-04-28,82.5453
2017-05-01,82.3388
2017-05-02,82.2804
2017-05-03,82.372
2017-05-04,82.8267
2017-05-05,83.5978
2017-05-08,83.8812
2017-05-09,83.3661
2017-05-10,82.5355
2017-05-11,82.8179
2017-05-12,83.1898
2017-05-15,83.6825
2017-05-16,84.5491
2017-05-17,84.7
2017-05-18,84.591
2017-05-19,85.4508
2017-05-22,86.5539
2017-05-23,86.735
2017-05-24,87.4439
2017-05-25,88.9882
2017-05-26,89.2365
2017-05-30,89.3329
2017-05-31,89.2267
2017-06-01,90.0456
2017-06-02,90.7126
2017-06-05,90.8275
2017-06-06,90.846
2017-06-07,91.0934
2017-06-08,90.2072
2017-06-09,89.4565
2017-06-12,88.7399
2017-06-13,88.405
2017-06-14,89.1927
2017-06-15,89.7389
2017-06-16,90.7564
2017-06-19,91.5305
2017-06-20,90.9288
2017-06-21,90.2705
2017-06-22,89.9288
2017-06-23,89.7925
2017-06-26,89.7584
2017-06-27,88.7301
2017-06-28,89.3329
2017-06-29,87.9327
2017-06-30,88.2258
2017-07-03,87.8091
2017-07-05,89.0496
2017-07-06,88.8986
2017-07-07,88.5549
2017-07-10,88.7399
2017-07-11,88.0272
2017-07-12,88.8022
2017-07-13,88.2618
2017-07-14,89.4857
2017-07-17,89.3865
2017-07-18,89.8655
2017-07-19,91.3484
2017-07-20,90.0456
2017-07-21,89.811
2017-07-24,89.2978
2017-07-25,88.4994
2017-07-26,88.3767
2017-07-27,88.7662
2017-07-28,89.0242
2017-07-31,87.6795
2017-08-01,87.0427
2017-08-02,85.9716
2017-08-03,85.9989
2017-08-04,86.2024
2017-08-07,87.0262
2017-08-08,86.1519
2017-08-09,86.6913
2017-08-10,85.7857
2017-08-11,86.2901
2017-08-14,86.2024
2017-08-15,87.7574
2017-08-16,88.4381
2017-08-17,87.0788
2017-08-18,86.6318
2017-08-21,87.3125
2017-08-22,87.2969
2017-08-23,86.7263
2017-08-24,86.0253
2017-08-25,86.2394
2017-08-28,86.8003
2017-08-29,87.5501
2017-08-30,87.4439
2017-08-31,87.8275
2017-09-01,88.5092
2017-09-05,88.3952
2017-09-06,89.0953
2017-09-07,89.3261
2017-09-08,87.9239
2017-09-11,88.5793
2017-09-12,87.9239
2017-09-13,87.7857
2017-09-14,87.6971
2017-09-15,86.9639
2017-09-18,87.1985
2017-09-19,86.6571
2017-09-20,85.1976
2017-09-21,84.81
2017-09-22,84.515
2017-09-25,85.0632
2017-09-26,85.0905
2017-09-27,84.6416
2017-09-28,84.7779
2017-09-29,84.1782
2017-10-02,84.0759
2017-10-03,83.5589
2017-10-04,84.4955
2017-10-05,84.5822
2017-10-06,84.3807
2017-10-09,85.9638
2017-10-10,87.3319
2017-10-11,86.6484
2017-10-12,86.8519
2017-10-13,86.4342
2017-10-16,86.0934
2017-10-17,85.4225
2017-10-18,85.3222
2017-10-19,82.0116
2017-10-20,83.0496
2017-10-23,82.9269
2017-10-24,82.3388
2017-10-25,81.1392
2017-10-26,81.0906
2017-10-27,80.332
2017-10-30,79.3924
2017-10-31,79.3457
2017-11-01,78.666
2017-11-02,77.9493
2017-11-03,77.8491
2017-11-06,77.4557
2017-11-07,78.1198
2017-11-08,78.1724
2017-11-09,77.7011
2017-11-10,78.1198
2017-11-13,78.5024
2017-11-14,77.887
2017-11-15,77.3856
2017-11-16,77.8491
2017-11-17,77.8345
2017-11-20,77.7644
2017-11-21,78.3846
2017-11-22,78.5268
2017-11-24,78.2425
2017-11-27,77.887
2017-11-28,78.0117
2017-11-29,77.8646
2017-11-30,77.9124
2017-12-01,78.6348
2017-12-04,79.3204
2017-12-05,79.9805
2017-12-06,81.6008
2017-12-07,80.9045
2017-12-08,80.8247
2017-12-11,80.4089
2017-12-12,81.368
2017-12-13,82.0847
2017-12-14,81.6523
2017-12-15,83.1684
2017-12-18,81.8724
2017-12-19,81.9882
2017-12-20,79.9406
2017-12-21,80.2444
2017-12-22,80.147
2017-12-26,79.7341
2017-12-27,80.1957
2017-12-28,80.2687
2017-12-29,80.9133
2018-01-02,79.9581
2018-01-03,79.8539
2018-01-04,79.2473
2018-01-05,79.8851
2018-01-08,79.7575
2018-01-09,80.332
2018-01-10,80.8967
2018-01-11,80.3067
2018-01-12,80.036
2018-01-16,80.3154
2018-01-17,81.0263
2018-01-18,80.4761
2018-01-19,83.4225
2018-01-22,83.3407
2018-01-23,83.889
2018-01-24,84.7
2018-01-25,82.3301
2018-01-26,84.3894
2018-01-29,83.184
2018-01-30,82.6747
2018-01-31,82.1353
2018-02-01,80.5579
2018-02-02,79.2249
2018-02-05,75.5862
2018-02-06,76.8423
2018-02-07,75.7342
2018-02-08,76.89
2018-02-09,76.5443
2018-02-12,78.4294
2018-02-13,78.925
2018-02-14,78.5414
2018-02-15,79.4148
2018-02-16,79.8929
2018-02-20,78.7702
2018-02-21,79.4382
2018-02-22,78.8705
2018-02-23,81.2687
2018-02-26,81.7098
2018-02-27,79.7108
2018-02-28,79.3028
2018-03-01,80.1724
2018-03-02,81.7985
2018-03-05,82.479
2018-03-06,82.7011
2018-03-07,81.8666
2018-03-08,83.4829
2018-03-09,82.9435
2018-03-12,82.0613
2018-03-13,82.1431
2018-03-14,80.8812
2018-03-15,80.4089
2018-03-16,79.2415
2018-03-19,77.9182
2018-03-20,76.7955
2018-03-21,75.6748
2018-03-22,75.6125
2018-03-23,74.0322
2018-03-26,74.5901
2018-03-27,74.8851
2018-03-28,77.2512
2018-03-29,76.9513
2018-04-02,75.5123
2018-04-03,77.2989
2018-04-04,78.1266
2018-04-05,78.7293
2018-04-06,78.2025
2018-04-09,77.9581
2018-04-10,78.2688
2018-04-11,77.9727
2018-04-12,77.6096
2018-04-13,78.8491
2018-04-16,79.6932
2018-04-17,79.9708
2018-04-18,78.5336
2018-04-19,66.2981
2018-04-20,65.2358
2018-04-23,64.7733
2018-04-24,63.8609
2018-04-25,63.3342
2018-04-26,63.0849
2018-04-27,63.9145
2018-04-30,63.4812
2018-05-01,62.862
2018-05-02,62.0099
2018-05-03,62.2729
2018-05-04,63.381
2018-05-07,63.1005
2018-05-08,62.5601
2018-05-09,63.4725
2018-05-10,64.2563
2018-05-11,62.862
2018-05-14,62.598
2018-05-15,61.8785
2018-05-16,62.6194
2018-05-17,62.7373
2018-05-18,62.5114
2018-05-21,62.0469
2018-05-22,61.8318
2018-05-23,63.2476
2018-05-24,63.1784
2018-05-25,62.1949
2018-05-29,61.3663
2018-05-30,62.1793
2018-05-31,61.5756
2018-06-01,60.5231
2018-06-04,60.7022
2018-06-05,60.0031
2018-06-06,59.4929
2018-06-07,59.9136
2018-06-08,61.4822
