date,close
2020-06-01,11.13
2020-06-02,11.1211
2020-06-03,11.13
2020-06-04,11.0353
2020-06-05,11.0155
2020-06-08,11.0353
2020-06-09,11.0541
2020-06-10,11.0728
2020-06-11,10.9997
2020-06-12,11.1113
2020-06-15,11.1517
2020-06-16,11.1191
2020-06-17,11.1043
2020-06-18,11.0945
2020-06-19,11.1143
2020-06-22,11.128
2020-06-23,11.1912
2020-06-24,11.124
2020-06-25,11.1517
2020-06-26,11.124
2020-06-29,11.0856
2020-06-30,11.1429
2020-07-01,11.133
2020-07-02,11.1517
2020-07-06,11.1517
2020-07-07,11.2307
2020-07-08,11.2762
2020-07-09,11.3234
2020-07-10,11.4004
2020-07-13,11.4004
2020-07-14,11.4034
2020-07-15,11.4221
2020-07-16,11.4034
2020-07-17,11.4034
2020-07-20,11.5663
2020-07-21,11.585
2020-07-22,11.5949
2020-07-23,11.6422
2020-07-24,11.6916
2020-07-27,11.7005
2020-07-28,11.7103
2020-07-29,11.8348
2020-07-30,11.8435
2020-07-31,11.8633
2020-08-03,11.9502
2020-08-04,11.9985
2020-08-05,12.0933
2020-08-06,12.1988
2020-08-07,12.2739
2020-08-10,12.2887
2020-08-11,12.3173
2020-08-12,12.3035
2020-08-13,12.1366
2020-08-14,12.1713
2020-08-17,12.1466
2020-08-18,12.0992
2020-08-19,12.0903
2020-08-20,12.0134
2020-08-21,11.966
2020-08-24,12.0044
2020-08-25,11.9363
2020-08-26,11.8594
2020-08-27,11.6965
2020-08-28,11.8395
2020-08-31,11.9363
2020-09-01,12.0222
2020-09-02,12.0607
2020-09-03,12.0311
2020-09-04,11.887
2020-09-08,11.8208
2020-09-09,11.8395
2020-09-10,11.956
2020-09-11,12.0134
2020-09-14,11.9729
2020-09-15,12.0202
2020-09-16,11.9729
2020-09-17,12.0202
2020-09-18,12.039
2020-09-21,11.9817
2020-09-22,12.0114
2020-09-23,12.0291
2020-09-24,12.039
2020-09-25,12.0785
2020-09-28,12.0686
2020-09-29,12.0785
2020-09-30,12.0489
2020-10-01,12.0883
2020-10-02,12.0202
2020-10-05,11.9433
2020-10-06,11.9433
2020-10-07,12.0114
2020-10-08,12.0883
2020-10-09,12.1446
2020-10-12,12.1269
2020-10-13,12.1446
2020-10-14,12.1545
2020-10-15,12.1446
2020-10-16,12.0489
2020-10-19,12.0192
2020-10-20,12.0192
2020-10-21,11.9423
2020-10-22,11.962
2020-10-23,11.9127
2020-10-26,11.8929
2020-10-27,11.8555
2020-10-28,11.8455
2020-10-29,11.8367
2020-10-30,11.8831
2020-11-02,11.9028
2020-11-03,11.8168
2020-11-04,11.9127
2020-11-05,11.962
2020-11-06,11.9907
2020-11-09,12.039
2020-11-10,11.9521
2020-11-11,11.9521
2020-11-12,11.9225
2020-11-13,11.962
2020-11-16,11.9807
2020-11-17,12.0785
2020-11-18,12.1269
2020-11-19,12.1446
2020-11-20,12.1071
2020-11-23,12.1643
2020-11-24,12.2522
2020-11-25,12.3302
2020-11-27,12.3874
2020-11-30,12.4259
2020-12-01,12.4752
2020-12-02,12.4456
2020-12-03,12.5049
2020-12-04,12.4554
2020-12-07,12.4357
2020-12-08,12.4851
2020-12-09,12.5326
2020-12-10,12.5523
2020-12-11,12.5236
2020-12-14,12.4752
2020-12-15,12.4752
2020-12-16,12.4752
2020-12-17,12.4554
2020-12-18,12.5818
2020-12-21,12.572
2020-12-22,12.6015
2020-12-23,12.562
2020-12-24,12.6578
2020-12-28,12.6262
2020-12-29,12.5917
2020-12-30,12.7367
2020-12-31,12.8138
2021-01-04,12.7467
2021-01-05,12.7072
2021-01-06,12.5917
2021-01-07,12.562
2021-01-08,12.5818
2021-01-11,12.572
2021-01-12,12.5818
2021-01-13,12.5049
2021-01-14,12.6115
2021-01-15,12.6687
2021-01-19,12.6885
2021-01-20,12.7082
2021-01-21,12.7377
2021-01-22,12.8444
2021-01-25,12.7861
2021-01-26,12.7861
2021-01-27,12.796
2021-01-28,12.7574
2021-01-29,12.718
2021-02-01,12.6499
2021-02-02,12.7279
2021-02-03,12.7674
2021-02-04,12.7377
2021-02-05,12.9313
2021-02-08,12.9806
2021-02-09,13.0585
2021-02-10,13.1069
2021-02-11,13.0772
2021-02-12,13.0003
2021-02-16,12.8345
2021-02-17,12.7772
2021-02-18,12.6401
2021-02-19,12.562
2021-02-22,12.4654
2021-02-23,12.4061
2021-02-24,12.4456
2021-02-25,12.2422
2021-02-26,12.5049
2021-03-01,12.4851
2021-03-02,12.5236
2021-03-03,12.5326
2021-03-04,12.4357
2021-03-05,12.4259
2021-03-08,12.2897
2021-03-09,12.4259
2021-03-10,12.4308
2021-03-11,12.4604
2021-03-12,12.3677
2021-03-15,12.3963
2021-03-16,12.339
2021-03-17,12.339
2021-03-18,12.3193
2021-03-19,12.342
2021-03-22,12.3193
2021-03-23,12.2975
2021-03-24,12.2995
2021-03-25,12.3193
2021-03-26,12.2798
2021-03-29,12.2897
2021-03-30,12.339
2021-03-31,12.4357
2021-04-01,12.495
2021-04-05,12.5147
2021-04-06,12.5423
2021-04-07,12.5423
2021-04-08,12.5423
2021-04-09,12.6115
2021-04-12,12.6499
2021-04-13,12.7377
2021-04-14,12.8256
2021-04-15,12.87
2021-04-16,12.8749
2021-04-19,12.8058
2021-04-20,12.718
2021-04-21,12.718
2021-04-22,12.6203
2021-04-23,12.6401
2021-04-26,12.6499
2021-04-27,12.562
2021-04-28,12.562
2021-04-29,12.5818
2021-04-30,12.6401
2021-05-03,12.6687
2021-05-04,12.7574
2021-05-05,12.8454
2021-05-06,12.8354
2021-05-07,12.8749
2021-05-10,13.021
2021-05-11,13.021
2021-05-12,13.0112
2021-05-13,13.0013
2021-05-14,13.0013
2021-05-17,13.0112
2021-05-18,13.0309
2021-05-19,12.9914
2021-05-20,13.0013
2021-05-21,12.9815
2021-05-24,13.0309
2021-05-25,13.0506
2021-05-26,13.1671
2021-05-27,13.2154
2021-05-28,13.334
2021-06-01,13.3921
2021-06-02,13.3823
2021-06-03,13.3437
2021-06-04,13.3823
2021-06-07,13.3823
2021-06-08,13.3921
2021-06-09,13.4889
2021-06-10,13.4986
2021-06-11,13.4494
2021-06-14,13.324
2021-06-15,13.3823
2021-06-16,13.4207
2021-06-17,13.2845
2021-06-18,13.3141
2021-06-21,13.3921
2021-06-22,13.4692
2021-06-23,13.3921
2021-06-24,13.4789
2021-06-25,13.5086
2021-06-28,13.5678
2021-06-29,13.5382
2021-06-30,13.5777
2021-07-01,13.6358
2021-07-02,13.6458
2021-07-06,13.6171
2021-07-07,13.6458
2021-07-08,13.7227
2021-07-09,13.6951
2021-07-12,13.7623
2021-07-13,13.7227
2021-07-14,13.8609
2021-07-15,13.782
2021-07-16,13.6744
2021-07-19,13.6843
2021-07-20,13.8116
2021-07-21,13.8116
2021-07-22,13.7227
2021-07-23,13.7327
2021-07-26,13.7327
2021-07-27,13.7129
2021-07-28,13.8116
2021-07-29,13.9103
2021-07-30,13.9192
2021-08-02,13.8906
2021-08-03,13.8609
2021-08-04,13.8609
2021-08-05,13.8609
2021-08-06,13.8412
2021-08-09,13.9103
2021-08-10,13.9774
2021-08-11,14.0761
2021-08-12,14.0365
2021-08-13,13.8412
2021-08-16,13.8214
2021-08-17,13.8116
2021-08-18,13.8017
2021-08-19,13.7721
2021-08-20,13.8214
2021-08-23,13.7919
2021-08-24,13.7919
2021-08-25,13.7721
2021-08-26,13.7721
2021-08-27,13.7721
2021-08-30,13.782
2021-08-31,13.7227
2021-09-01,13.7424
2021-09-02,13.6843
2021-09-03,13.5964
2021-09-07,13.5273
2021-09-08,13.5471
2021-09-09,13.7129
2021-09-10,13.7327
2021-09-13,13.7623
2021-09-14,13.9389
2021-09-15,13.9873
2021-09-16,13.9675
2021-09-17,13.9873
2021-09-20,13.8314
2021-09-21,13.8511
2021-09-22,13.8214
2021-09-23,13.6941
2021-09-24,13.6261
2021-09-27,13.5175
2021-09-28,13.4197
2021-09-29,13.4682
2021-09-30,13.5175
2021-10-01,13.4385
2021-10-04,13.3616
2021-10-05,13.3122
2021-10-06,13.2234
2021-10-07,13.253
2021-10-08,13.1838
2021-10-11,13.1266
2021-10-12,13.0477
2021-10-13,13.175
2021-10-14,13.1365
2021-10-15,13.0772
2021-10-18,13.0378
2021-10-19,13.0378
2021-10-20,13.0378
2021-10-21,12.9786
2021-10-22,12.8799
2021-10-25,13.0082
2021-10-26,13.0675
2021-10-27,13.4405
2021-10-28,13.6378
2021-10-29,13.7454
2021-11-01,13.7553
2021-11-02,13.7947
2021-11-03,13.7454
2021-11-04,13.8442
2021-11-05,13.9419
2021-11-08,14.0011
2021-11-09,14.0208
2021-11-10,14.0405
2021-11-11,14.1491
2021-11-12,14.1294
2021-11-15,14.0998
2021-11-16,13.9419
2021-11-17,14.0405
2021-11-18,13.9419
2021-11-19,13.8639
2021-11-22,13.8639
2021-11-23,13.7356
2021-11-24,13.6763
2021-11-26,13.6281
2021-11-29,13.6961
2021-11-30,13.7454
2021-12-01,13.7553
2021-12-02,13.6082
2021-12-03,13.5194
2021-12-06,13.1552
2021-12-07,13.175
2021-12-08,13.2046
2021-12-09,13.2341
2021-12-10,13.3427
2021-12-13,13.2638
2021-12-14,13.1651
2021-12-15,13.1266
2021-12-16,13.1365
2021-12-17,13.1266
2021-12-20,13.1454
2021-12-21,13.0675
2021-12-22,13.0969
2021-12-23,13.1266
2021-12-27,13.1552
2021-12-28,13.2341
2021-12-29,13.401
2021-12-30,13.5984
2021-12-31,13.6763
2022-01-03,13.6281
2022-01-04,13.5786
2022-01-05,13.4602
2022-01-06,13.4996
2022-01-07,13.4405
2022-01-10,13.3724
2022-01-11,13.1167
2022-01-12,13.0477
2022-01-13,13.0082
2022-01-14,12.9687
2022-01-18,12.6135
2022-01-19,12.416
2022-01-20,12.1791
2022-01-21,12.0903
2022-01-24,11.972
2022-01-25,12.1002
2022-01-26,12.1066
2022-01-27,12.1199
2022-01-28,12.0903
2022-01-31,12.0607
2022-02-01,12.1396
2022-02-02,12.1594
2022-02-03,12.0409
2022-02-04,11.8535
2022-02-07,11.8535
2022-02-08,11.7455
2022-02-09,11.8041
2022-02-10,11.6165
2022-02-11,11.577
2022-02-14,11.4291
2022-02-15,11.3698
2022-02-16,11.4094
2022-02-17,11.4388
2022-02-18,11.4981
2022-02-22,11.4191
2022-02-23,11.4094
2022-02-24,11.4094
2022-02-25,11.4784
2022-02-28,11.5573
2022-03-01,11.6759
2022-03-02,11.7103
2022-03-03,11.7646
2022-03-04,11.6956
2022-03-07,11.5179
2022-03-08,11.5179
2022-03-09,11.4883
2022-03-10,11.3589
2022-03-11,11.2514
2022-03-14,10.9751
2022-03-15,10.9159
2022-03-16,11.0343
2022-03-17,11.1133
2022-03-18,11.0935
2022-03-21,10.9651
2022-03-22,10.9554
2022-03-23,10.9257
2022-03-24,10.8566
2022-03-25,10.8073
2022-03-28,10.748
2022-03-29,10.7973
2022-03-30,10.8665
2022-03-31,10.9356
2022-04-01,10.9356
2022-04-04,10.8862
2022-04-05,10.7875
2022-04-06,10.6986
2022-04-07,10.6789
2022-04-08,10.6098
2022-04-11,10.5112
2022-04-12,10.4718
2022-04-13,10.5009
2022-04-14,10.3928
2022-04-18,10.5112
2022-04-19,10.4718
2022-04-20,10.5605
2022-04-21,10.521
2022-04-22,10.5112
2022-04-25,10.3433
2022-04-26,10.3139
2022-04-27,10.2842
2022-04-28,10.3828
2022-04-29,10.4519
2022-05-02,10.2546
2022-05-03,10.2151
2022-05-04,10.2151
2022-05-05,10.1164
2022-05-06,10.1263
2022-05-09,10.0868
2022-05-10,10.0868
2022-05-11,10.0275
2022-05-12,9.98811
2022-05-13,10.0675
2022-05-16,10.0475
2022-05-17,9.89881
2022-05-18,9.75003
2022-05-19,9.77979
2022-05-20,9.84922
2022-05-23,9.86905
2022-05-24,10.0575
2022-05-25,10.3055
2022-05-26,10.6328
2022-05-27,10.9303
2022-05-31,10.8709
2022-06-01,10.8907
2022-06-02,10.9601
2022-06-03,10.9303
2022-06-06,10.8311
2022-06-07,10.8807
2022-06-08,10.7716
2022-06-09,10.5336
2022-06-10,10.494
2022-06-13,10.0179
2022-06-14,9.85914
2022-06-15,9.85914
2022-06-16,9.71036
2022-06-17,9.98811
2022-06-21,9.79962
2022-06-22,9.91865
2022-06-23,9.97815
2022-06-24,10.1666
2022-06-27,10.1567
2022-06-28,10.2063
2022-06-29,10.3947
2022-06-30,10.4741
2022-07-01,10.5535
2022-07-05,10.6427
2022-07-06,10.6824
2022-07-07,10.5841
2022-07-08,10.6625
2022-07-11,10.7419
2022-07-12,10.7518
2022-07-13,10.7518
2022-07-14,10.7419
2022-07-15,10.7122
2022-07-18,10.6129
2022-07-19,10.5733
2022-07-20,10.494
2022-07-21,10.5237
2022-07-22,10.5038
2022-07-25,10.3947
2022-07-26,10.4592
2022-07-27,10.4344
2022-07-28,10.5832
2022-07-29,10.722
2022-08-01,10.6923
2022-08-02,10.6625
2022-08-03,10.6824
2022-08-04,10.6725
2022-08-05,10.5336
2022-08-08,10.5832
2022-08-09,10.5535
2022-08-10,10.7022
2022-08-11,10.7022
2022-08-12,10.8416
2022-08-15,10.7719
2022-08-16,10.7321
2022-08-17,10.5529
2022-08-18,10.5927
2022-08-19,10.4036
2022-08-22,10.2741
2022-08-23,10.2642
2022-08-24,10.304
2022-08-25,10.314
2022-08-26,10.2144
2022-08-29,10.1248
2022-08-30,10.1148
2022-08-31,10.085
2022-09-01,9.93564
2022-09-02,9.90578
2022-09-06,9.82613
2022-09-07,9.84604
2022-09-08,9.75644
2022-09-09,9.74649
2022-09-12,9.73653
2022-09-13,9.69671
2022-09-14,9.64693
2022-09-15,9.56729
2022-09-16,9.47769
2022-09-19,9.43787
2022-09-20,9.39804
2022-09-21,9.36818
2022-09-22,9.21884
2022-09-23,9.16907
2022-09-26,8.91022
2022-09-27,8.96
2022-09-28,9.0496
2022-09-29,8.91022
2022-09-30,8.95004
2022-10-03,8.91022
2022-10-04,9.03964
2022-10-05,9.00978
2022-10-06,9.00978
2022-10-07,8.94009
2022-10-10,8.91022
2022-10-11,9.01973
2022-10-12,9.03964
2022-10-13,9.09938
2022-10-14,8.98987
2022-10-17,8.93013
2022-10-18,8.88036
2022-10-19,8.8704
2022-10-20,8.80071
2022-10-21,8.74098
2022-10-24,8.59164
2022-10-25,8.68124
2022-10-26,8.70116
2022-10-27,8.66133
2022-10-28,8.73102
2022-10-31,8.71111
2022-11-01,8.74098
2022-11-02,8.72107
2022-11-03,8.55979
2022-11-04,8.6016
2022-11-07,8.49209
2022-11-08,8.6016
2022-11-09,8.57173
2022-11-10,8.96996
2022-11-11,8.96
2022-11-14,8.88
2022-11-15,9.05
2022-11-16,9.34
2022-11-17,9.34
2022-11-18,9.41
2022-11-21,9.56
2022-11-22,9.65
2022-11-23,9.73
2022-11-25,9.72
2022-11-28,9.66
2022-11-29,9.78
2022-11-30,9.98
2022-12-01,9.96
2022-12-02,10.01
2022-12-05,10.04
2022-12-06,10.08
2022-12-07,10.21
2022-12-08,9.96
2022-12-09,9.85
2022-12-12,9.8
2022-12-13,9.8
