date,close
2013-02-04,9.64209
2013-02-05,9.66741
2013-02-06,9.67227
2013-02-07,9.6791
2013-02-08,9.65279
2013-02-11,9.63138
2013-02-12,9.58856
2013-02-13,9.49704
2013-02-14,9.4182
2013-02-15,9.34908
2013-02-19,9.28484
2013-02-20,9.31209
2013-02-21,9.3666
2013-02-22,9.34325
2013-02-25,9.21738
2013-02-26,9.25271
2013-02-27,9.26927
2013-02-28,9.32475
2013-03-01,9.29847
2013-03-04,9.23381
2013-03-05,9.17668
2013-03-06,9.21834
2013-03-07,9.20276
2013-03-08,9.15935
2013-03-11,9.01266
2013-03-12,8.97206
2013-03-13,8.87627
2013-03-14,8.76871
2013-03-15,8.7544
2013-03-18,8.93235
2013-03-19,8.97868
2013-03-20,9.11895
2013-03-21,9.19032
2013-03-22,9.21834
2013-03-25,9.20959
2013-03-26,9.20276
2013-03-27,9.25465
2013-03-28,9.21834
2013-04-01,9.26634
2013-04-02,9.14008
2013-04-03,9.14982
2013-04-04,9.23673
2013-04-05,9.43378
2013-04-08,9.32475
2013-04-09,9.34908
2013-04-10,9.37925
2013-04-11,9.34908
2013-04-12,9.40456
2013-04-15,9.39191
2013-04-16,9.34908
2013-04-17,9.42207
2013-04-18,9.45129
2013-04-19,9.4659
2013-04-22,9.50094
2013-04-23,9.52722
2013-04-24,9.49121
2013-04-25,9.53306
2013-04-26,9.53987
2013-04-29,9.50775
2013-04-30,9.51944
2013-05-01,9.5097
2013-05-02,9.50289
2013-05-03,9.47368
2013-05-06,9.44838
2013-05-07,9.5097
2013-05-08,9.52236
2013-05-09,9.42987
2013-05-10,9.38023
2013-05-13,9.29067
2013-05-14,9.27411
2013-05-15,9.20569
2013-05-16,9.25855
2013-05-17,9.25077
2013-05-20,9.31209
2013-05-21,9.24357
2013-05-22,9.24357
2013-05-23,9.21738
2013-05-24,9.18058
2013-05-28,9.06658
2013-05-29,8.88279
2013-05-30,8.83471
2013-05-31,8.68713
2013-06-03,8.59222
2013-06-04,8.62172
2013-06-05,8.71057
2013-06-06,8.8237
2013-06-07,8.75538
2013-06-10,8.58871
2013-06-11,8.43461
2013-06-12,8.30241
2013-06-13,8.39568
2013-06-14,8.45067
2013-06-17,8.43101
2013-06-18,8.33853
2013-06-19,8.33853
2013-06-20,8.25005
2013-06-21,8.17937
2013-06-24,8.01117
2013-06-25,7.99277
2013-06-26,8.23955
2013-06-27,8.35187
2013-06-28,8.53178
2013-07-01,8.38331
2013-07-02,8.30777
2013-07-03,8.1494
2013-07-05,8.01117
2013-07-08,8.09108
2013-07-09,8.05243
2013-07-10,7.99277
2013-07-11,8.07357
2013-07-12,8.01117
2013-07-15,7.96366
2013-07-16,7.96366
2013-07-17,8.16876
2013-07-18,8.1234
2013-07-19,8.04212
2013-07-22,7.97427
2013-07-23,8.0282
2013-07-24,7.89708
2013-07-25,7.97427
2013-07-26,7.93864
2013-07-29,7.94672
2013-07-30,7.93271
2013-07-31,7.93864
2013-08-01,7.90555
2013-08-02,7.92521
2013-08-05,7.87906
2013-08-06,7.8086
2013-08-07,7.77928
2013-08-08,7.7455
2013-08-09,7.81064
2013-08-12,7.82728
2013-08-13,7.73791
2013-08-14,7.6687
2013-08-15,7.58052
2013-08-16,7.48793
2013-08-19,7.52707
2013-08-20,7.62683
2013-08-21,7.65146
2013-08-22,7.77306
2013-08-23,7.73791
2013-08-26,7.73071
2013-08-27,7.72341
2013-08-28,7.69439
2013-08-29,7.6687
